label	text
normal	各位同事： 2023年第三季度公司营收同比增长18.7%，主要得益于华东区域新项目的落地。附件为详细财务报表，请于11月15日前提交部门预算规划至OA系统。 此致 财务部
normal	各位同事好，项目A已按计划完成第三阶段开发: 1. 核心功能模块开发完成率100% 2. 测试用例覆盖率达95% 3. 下一步计划：    - 周三进行全员评审会    - 周五前完成压力测试 附件：项目进度表.xlsx 会议时间：2024-01-03 14:00-16:00
spam	您好！我们正在开展年度最大促销活动！立即访问【http://free-gift.com】抢购超值商品，前100名下单可享免运费！点击链接【http://lottery.com】参与抽奖，有机会赢取万元大奖！点击下载【http://software-free.com】获取免费正版软件！
normal	各位同事，以下是第三季度项目进展：1. 用户系统开发完成度95%；2. 需求文档已同步至Confluence；3. 请于本周五前反馈测试意见。附件为最新UI设计稿。
normal	各位同事好，现将Q3项目进展汇总如下： 1. 客户管理系统开发完成度87% 2. 测试环境部署完成（IP：192.168.1.100） 3. 下一步计划：12月5日前完成压力测试 附件：项目甘特图_v2.1.pdf 会议时间：2023-12-08 14:00（腾讯会议）
normal	各位同事，客户张经理预约了本周五下午3点视频会议，议题包括Q4产品优化方案。请提前准备PPT至共享文档。会议链接：https://example.com/meeting 附件：2023年12月客户需求清单.pdf
normal	尊敬的顾客，您的订单（订单号：20231107001）已从上海仓库发出，物流单号为SF123456789。预计送达时间：11月9日 14:00-18:00。包裹内含：Apple AirPods Pro（2个）+ 充电宝（1个）。请保持手机畅通，快递员联系时请确认收货。如有疑问请联系客服：400-800-1234
spam	恭喜您获得【年度幸运用户】资格！立即点击下方链接领取价值599元的会员特权：https://www.fakelink123.com/download  会员特权包括：1.全年免费视频会员 2.专属折扣券 3.投资理财优先权  （注：本活动仅限24小时内生效）
normal	各位同事请注意：根据集团安排，2023年度财务审计将于2024年1月15日-20日进行。请各部门配合提供以下资料：<br>1. 近半年财务报表<br>2. 项目支出明细表<br>审计组联系人：张会计 138-XXXX-XXXX
spam	点击链接立即抢购：https://safety-check[.]com apple-macbook-pro-5折.html  中奖用户额外赠送价值199元保护套！ 客服热线：400-800-1234（24小时）  本邮件发送自未知服务器 192.168.1.100
spam	立即点击下方链接领取价值199元的会员资格！🎁扫码注册即送100元现金红包，限时24小时！🔥活动详情：https://shortlink.com促活码20231008（复制链接到浏览器打开）完成注册后凭短信验证码【6J9T5K】领取奖励。📢本活动最终解释权归公司所有。
spam	尊敬的用户您好！您已获得本年度最后一次88888元现金红包，点击下方链接立即领取：http://freebonus123.com/download.exe（注意：此链接可能包含风险文件）  点击链接后请输入验证码：ABC123  您的专属客服：张经理 400-888-8888  （本邮件为系统自动发送，请勿回复）
spam	恭喜您获得本年度幸运用户资格！点击链接立即领取奖金：<a href='http://www.fakelink123.com'>领取入口</a>，每日前100名可额外获得投资返利服务。
normal	各位同事，根据最新工作进展，项目A已进入测试阶段。附件为详细进度报告，请于11月20日前反馈意见。<br>祝工作顺利。
spam	尊敬的用户您好！点击链接立即领取专属福利：https://fake-gift.com（限时24小时）！更多惊喜活动请访问：https://fake-promo.com。立即行动，错过不再！
spam	恭喜您获得$10 Off购物券！点击下方链接立即兑换：<a href='http://fakestore123.com' target='_blank'>立即抢购</a>。错过本次优惠将无法补发，重复点击无效。重复点击无效，重复点击无效。
normal	各位同事好，以下是第三季度项目完成情况：1. 客户A需求确认完成 2. 开发进度达85% 3. 测试计划已同步至TAPD系统。请于10月15日前反馈意见。
normal	各位同事好，附件为2024年第一季度财务分析报告，重点包括：1. 销售额同比增长15% 2. 成本控制达成目标 3. 新项目预算分配。会议时间：2024-01-15 14:00-16:00（腾讯会议链接见附件）
normal	尊敬的用户您好，您的账户2023年第三季度账单已就绪。  账户余额：¥12,345.67 支付截止日期：2023-12-31 点击查看账单详情：http://www.reliable-website.com/bill  如有疑问请联系客服：service@company.com
spam	尊敬的用户您好！您已获得2023年度幸运大奖，请立即点击下方链接完成兑换（链接：http://www.fakelink123.com/claim）并填写真实信息，逾期未领取将视为自动放弃。祝您好运！  （本邮件含5处超链接）
normal	各位同事好！根据项目组最新会议决议，以下是各模块当前进展： 1. 前端开发完成度85%（负责人：张三） 2. 测试环境部署完成（IP：192.168.1.100） 3. 需协调财务部完成第3批采购（预算：¥25,000） 请于11月28日前反馈意见至项目管理系统。
spam	尊敬的用户，您已被随机选中获得100万现金大奖！点击下方链接完成验证：http://winning123.com验证码：ABC123456（本活动真实有效，未中奖可免费领取588元礼品）
spam	【限时免费】您的邮箱已触发中奖资格！立即访问http://bit.ly/claim奖池，输入验证码6789获取$100000现金红包！错过将永久失效。
spam	尊敬的用户您好！您已被选中参与2023年度幸运抽奖活动，请立即点击下方链接完成注册：[中奖链接](http://freebonus.com)。本活动真实有效，奖品包含现金红包、数码产品及旅游套票，未参与将自动失去资格！祝您好运！
spam	恭喜您获得价值1000元的电子礼品卡！点击链接立即领取：http://fakebonus.com claim?code=20231001 （注：此链接含可疑跳转） 立即注册会员还可享受全年8折优惠！
spam	尊敬的用户您好！本平台现推出【2023年618超级福利】活动，成功注册并完成3笔订单即可100%领取888元现金红包！点击下方链接立即参与：https://www.fakelink123.com促活码？ref=SPAM2023，活动倒计时24小时！
spam	恭喜您成为本季度第88888位幸运用户！点击下方链接立即领取奖金：https://www.fakelottery.com/claim?code=7H8KJ9 （注意：本链接将自动订阅价值99元的会员服务，如需取消请回复本邮件）  【投资机会】全球区块链项目即将启动，年化收益率高达520%，详情见附件。
normal	亲爱的员工，2023年12月工资已于12月10日发放至指定账户。如有疑问请于12月15日前联系财务部王经理（电话：138-1234-5678）。附件为电子版工资明细表。
spam	恭喜您成为幸运用户！立即点击下方链接完成身份验证并领取奖金（链接：https://www.fakelottery.com验证码：123456）。逾期未领取将视为自动放弃。本邮件含3条推广链接及2张中奖证书图片。
normal	各位同事，根据最新会议记录，智能家居系统开发已完成需求分析阶段（进度85%）。请于3月20日前将测试用例提交至Confluence平台，具体分工见附件。技术部将于下周三进行压力测试演示。
spam	尊敬的用户您好！本活动仅限今天24点前完成注册，输入兑换码【FREE2023】即可立即领取价值8999元的iPhone 15 Pro一部。点击下方链接立即参与：http://bit.ly/skyoffer（注意：此链接可能携带恶意程序）  您还可以额外获得： • 100%中奖率抽奖机会 • 免费终身会员服务 • 紧急救援保险 立即行动：http://bit.ly/phone2023
normal	各位同事好，以下是本周项目进展：<br>1. 客户管理系统V2.0已完成压力测试<br>2. 周五将进行全员安全培训（14:00-16:00）<br>请各部门负责人协助通知成员。附件为详细会议记录。
normal	各位同事好，项目第三阶段已按计划完成。主要成果包括：1. 系统架构优化完成 2. 测试用例覆盖率达95% 3. 用户手册V2.0已上传至共享文档。请于本周五前提交反馈意见。
spam	【超值福利】点击链接立即领取价值5999元iPhone 15！数量有限，过期无效。点击查看：http://example-spam.com/offer?code=VIP2023  您的账户存在异常登录，请及时验证：http://example-spam.com/verify  更多惊喜：http://example-spam.com/sale  警告：未及时领取将自动扣除50元手续费。
spam	恭喜您成为幸运用户！点击下方链接立即领取现金奖励：[中奖链接1](https://sxyk.com) [中奖链接2](http://yzf.com) [中奖链接3](https://tj.com)。本活动仅限24小时有效，重复参与无效。
spam	尊敬的用户您好！恭喜您获得价值$5000的现金奖励！点击链接立即领取：https://safebonus.com claim 优惠码CBT2023。本活动仅限24小时内有效，逾期作废！祝您生活愉快！
spam	恭喜您获得【2024年幸运大抽奖】资格！点击链接立即领取价值$5000的现金红包：http://www.fakerebate.com/claim.html？code=SPAM2024  您的账户将在24小时内自动续费，如需取消请回复【STOP】  （含7张高仿奢侈品图片）
normal	各位同事好，附件为2024年第一季度财务报表，请于1月20日前反馈意见。会议时间：2024-01-22 14:00-16:00，地点：A栋3层会议室。联系人：张会计
spam	尊敬的用户您好！我们诚邀您参与本次限时福利活动，只需点击下方链接完成注册即可免费领取500元现金红包。点击链接：http://shortened.com/abc123（注意：此链接可能包含恶意代码！）活动截止日期：2023-11-30。感谢您的参与！
spam	恭喜您获得【2024年度幸运用户】资格！点击链接立即领取：http://shortenedlink123.com?code=V7X9BZ。本活动真实有效，参与即送价值$1000会员卡，每日前100名额外赠送$200现金！点击验证身份：http://shortenedlink456.com。祝您好运！
spam	尊敬的用户，恭喜您在2023年抽奖活动中胜出！请于24小时内访问官网http://www.fakesite.com/claim完成领奖，逾期视为自动放弃。特别提醒：此邮件含高价值投资机会，立即扫码领取专属优惠码！
spam	尊敬的用户您好！您已获得本年度最后一次幸运机会！立即访问【http://www freebonus net.com】完成验证即可领取88888元现金红包。活动仅限24小时，超时无效！点击链接：http://www promotion365 cn.com/download.html 查看详细规则。
normal	尊敬的张伟同事，您2023年11月工资已通过银行转账发放，具体明细如下：  基本工资：¥28,500.00 绩效奖金：¥4,200.00 个税扣除：¥1,560.00 实发金额：¥31,140.00  请于2023-12-05前通过OA系统提交个税申报表，如有疑问请联系财务部王莉（分机8021）。
normal	各位同事，根据最新会议记录，项目A的测试阶段已完成85%，预计下周三前完成压力测试。请各部门注意： 1. 开发组需在12月8日前提交最终代码 2. 测试组需同步更新测试用例库 附件为最新需求文档v2.3版
normal	各位同事，根据最新数据，A项目已完成需求分析阶段，B组需在下周三前提交测试报告。附件为修订版流程图（.pdf）。请于1月5日前反馈意见。
normal	尊敬的张先生/女士, 您的订单SF123456789已从上海分拨中心发出，预计3日内送达。物流信息如下：  物流状态：运输中 预计送达：2023-12-28 快递公司：顺丰速运 联系电话：400-800-1234  请保持手机畅通，快递员将致电与您确认送达时间。
normal	各位同事好，以下是第三季度项目进展报告（2023-09-01至2023-11-30）  1. 系统开发：完成支付模块测试（通过率98.7%），剩余3个接口优化 2. 市场推广：新增5家区域代理商，客户转化率提升12%  会议安排：11月30日14:00，腾讯会议ID：827 645 123（点击进入） 附件包含详细数据报表和Q4规划草案。
spam	尊敬的用户您好！恭喜您获得888元现金红包！点击链接立即领取：<a href='https://shortened.com/12345'>领取入口</a>。活动仅剩24小时，过期失效！祝您购物愉快！
spam	尊敬的用户您好！您已被随机选中成为幸运儿，请立即点击下方链接完成领奖流程：http://spam-click.com/claim?code=XY789。逾期未领取将视为自动放弃。祝您生活愉快！
spam	尊敬的用户您好！本邮件通知您账户已获得$500现金红包，有效期至2023-12-31。点击下方链接立即领取：http://www.fakelink123.com/redpacket?code=ABC123 （注意：本活动仅限24小时内生效）  立即领取：http://www.fakelink456.com/redpacket?code=ABC123  温馨提示：您的账户安全由我们全程保障。
normal	各位同事好，根据最新会议记录，第三研发组已完成支付接口V2.3的联调测试，测试报告详见附件。请各部门于本周五前反馈优化建议。
spam	尊敬的用户，恭喜您获得本年度第88期幸运抽奖资格！点击下方链接立即领取现金红包：https://shortened URLs.com/claim（注意：该链接可能携带恶意脚本）  额外福利：转发本邮件至3位好友，额外赠送$200购物券！  活动时间：2023-12-25 23:59:59（服务器时间）  客服热线：400-xxx-1234（每日00:00-24:00）
normal	各位同事： 2024年Q1项目已完成第一阶段开发，关键节点如下： 1. 用户登录模块通过安全测试 2. 数据库优化提升至99.99%可用性 3. 新增3个城市服务接口 附件：详细进度报告.pdf  联系人：张伟 138-1234-5678 2024年1月5日 14:30:00
normal	尊敬的员工：根据公司财务部通知，12月工资将于2023年12月28日发放至指定银行账户。如有疑问请联系HR部门，联系电话：400-800-1234。附件为工资明细表。
spam	尊敬的用户，您的账户将于24小时内停止服务！立即点击链接免费领取价值$500的优惠券（链接1），参与调查问卷额外赠送会员权益（链接2）。点击链接3查看详细说明。祝您购物愉快！
normal	各位同事：2024年1月15日（周二）14:00将在3号会议室召开Q1项目进度会议，请携带最新数据报告准时参加。会议材料已上传至公司云盘（路径：/project/Q1/2024）。
spam	点击链接立即激活会员：https://temp.com/vip 限时赠送价值$500的购物券！ 中奖名单已更新：https://temp.com/winners 扫码领取专属福利码：[二维码图片] 每日推送：https://temp.com/promotions
normal	各位同事，根据今日会议决议，智能客服系统开发进度如下： 1. NLP模块完成度85% 2. 需求文档V2.3已同步至Confluence 3. 请于12月8日前反馈UI设计意见 会议记录见附件，重要事项已标红处理。
normal	尊敬的财务部同事，请于2024年1月15日前登录OA系统下载最新财务报表（附件：Q1_Financial_Report.pdf）。如有疑问请联系张经理。
spam	尊敬的用户您好！您的会员服务将于2023-12-31到期，为感谢您的支持，现推出年度5折续费活动。请点击下方链接完成支付：http://www.garbage-site.com支付页面（注意：该网站已列入风险名单）。若未续费将无法使用会员特权，祝您生活愉快！
normal	各位同事好，以下是本周项目会议安排：  时间：2023-11-27 15:00-17:00 地点：A栋3层会议室 议程：1. 系统测试进展 2. 用户反馈分析  请提前准备测试报告，会议材料已上传至公司云盘。
spam	尊敬的用户您好！点击下方链接立即开通超级会员，享受全年免费观影、高速下载及专属客服！优惠仅剩24小时，点击链接：https://tinyurl.com-free199 |http://bit.ly/4u7pK9 |http://shorturl.at/xyz123。名额有限，先到先得！
spam	尊敬的用户您好！您已获得2023年度幸运抽奖资格，扫描下方二维码即可领取10000元现金红包（有效期至2023-11-30）。点击链接：http://shortened.com/v7?code=XY2023JX 赶紧行动吧！若未收到短信请回复本邮件。祝您好运！
normal	各位同事好，根据最新进展，项目A的测试阶段已完成，预计12月1日正式上线。附件为详细报告，请查阅后反馈意见。如有疑问，请随时联系我（电话：13812345678）。
normal	各位同事好，附件为最新项目甘特图。本周已完成需求分析（完成率80%），技术方案评审定于1月5日（周三）14:00在A会议室。请提前准备修改意见。
normal	请查收附件《2023Q4项目总结.pdf》，会议时间：12月8日14:00-16:00 会议地址：公司三楼会议室 重要提醒：请提前10分钟到场签到
spam	点击链接立即领取价值5999元的苹果手机！活动仅限今天，数量有限！[点击获取](https://phish.example.com/sweepstake?code=7YH8K)  您已成功参与抽奖，请于3小时内完成验证！未及时操作将视为放弃资格。
spam	尊敬的用户您好！我们为您准备了独家折扣，点击下方链接立即抢购：https://fakestore1234.com/products?code=FREE2024（注意：此链接可能存在安全风险）  另外恭喜您被选中参与抽奖！回复本邮件即可获得100元现金奖励！  此邮件由【虚假促销】发送，请勿点击可疑链接。
spam	尊敬的用户您好！您的会员账户将于3天后自动关闭！点击下方链接立即领取价值599元的神秘礼包（链接：http://xx.com/gift123），成功领取者将有机会获得特斯拉Model 3试驾资格！本活动仅限前100名用户，错过不再有！
normal	各位同事：    2023年度第三季度项目汇报会议将于  2023年12月5日（周二）14:00-17:00  在A栋3层会议室举行    会议议程:  1. 各项目进度汇报（10:00-11:30）  2. 风险分析讨论（11:30-13:00）  3. 下季度计划制定（13:00-15:00）  4. 自由交流（15:00-17:00）    请携带项目进度文档至会场合并签到  联系人：张伟（分机8021）
normal	尊敬的张经理：您好！诚邀您参与本季度客户满意度调查，调查结果将直接影响下年度服务方案优化。请于12月15日前完成问卷（链接：https://survey.example.com/q123）。如有疑问请联系客服王莉，电话：400-800-1234。感谢您的支持！
spam	尊敬的用户您好！您已被随机抽选为幸运获奖者，请于24小时内点击下方链接完成领奖流程：http://www.luckysite.com/v1/redpacket?code=XYZ789。本活动真实有效，特惠名额仅剩3个！错过不再有！
spam	尊敬的用户您好！您已获得本年度唯一一次888元现金红包资格！点击下方链接立即领取：https://fakebonus.com?code=20231120  （温馨提示：本活动仅限24小时内生效）  您的专属优惠码：VIP20231120  （本邮件含3个营销链接，已自动嵌入追踪参数）
spam	点击领取：https://shortlink.com gift2023 您已被选中获得额外500元奖励！立即扫码完成验证→https://trackablelink.net 本活动仅限24小时，逾期失效！
spam	尊敬的用户，您的账户已触发幸运奖励！立即点击下方链接提取奖金🔗【http://randomsite123.com】  本活动仅限24小时内有效！错过不再有🚨  （注：本邮件含3个追踪链接）
spam	恭喜您被随机选中成为幸运用户！点击下方链接立即领取现金红包：http://fake-gift.com/claim?code=ABC123。限时24小时有效！重复点击将导致账户冻结！
normal	各位同事，请查收本月项目进展报告。主要完成需求分析（附件1）和原型设计（附件2），下阶段将进行测试开发。会议时间：11月15日14:00，地点A会议室。
spam	您已获得888元无门槛购物卡！点击链接立即兑换：http://fakestore123.com?code=20231005。本活动仅限今日24点前完成，逾期失效！
normal	各位同事好，本周五15:00于A会议室召开Q4项目进度会议，请携带最新方案文档。 附件：Q4-项目进展-20231005.pdf 会议议程：https://example.com/agenda 有问题请随时联系：zhangsan@company.com
normal	各位同事请注意，原定于11月15日的产品需求评审会调整为11月17日14:00（周五）在A302会议室举行。会议议程见附件，请提前准备方案。如有疑问请联系张经理（zhangming@company.com）。
spam	尊敬的用户您好！我们即将推出年度最大促销活动，现苹果官方授权店直降iPhone15至5999元！点击下方链接立即下单（http://bit.ly/5G9XZ）限时72小时！错过将再等一年！重复强调：点击链接享5折优惠！
spam	尊敬的用户，您已被随机选中获得100万奖金！立即访问【http://suspicious-server.com/claim】完成验证，否则您的账户将在24小时内冻结。本活动真实有效，奖品为全新iPhone15 Pro+！
normal	各位同事，根据最新会议记录，项目A的UI设计已通过评审，开发团队将于下周二（1月2日）开始编码阶段。附件为详细甘特图和需求文档修订版，请于本周五前反馈意见。技术问题请随时联系张工。
normal	各位同事： 2024年3月20日（周四）14:00将在A会议室召开Q2项目进度会议，会议议程如下： 1. 产品研发进展汇报 2. 客户需求分析 3. 资源协调与分工  请提前准备PPT至10:00前提交至project@company.com 会议链接：https://internal-meetings.com/20240320  行政部 2024-03-18T15:45:00+08:00
spam	恭喜您获得100元无门槛现金红包！点击领取：https://tinyurl.com/123456（重复第5段）立即抢购热销商品：https://tinyurl.com/789012 额外赠送投资理财课程！回复TD退订
normal	各位同事好，以下是Q4项目最新进展： 1. 完成用户系统V2.1开发 2. 客户测试通过率提升至98% 3. 下周将进行压力测试 附件包含详细数据报告，请查收。
normal	各位同事，以下是本周项目进展：1.需求分析完成率85%（附文档v2.3）；2.开发完成核心模块；3.测试计划已同步至JIRA。下周重点：完成压力测试与用户培训。附件：[项目周报.pdf](internal://project doc)。会议时间：12月28日14:00-16:00，地点A会议室。
spam	恭喜您成为第88888位幸运用户！点击下方链接立即领取现金奖励：http://www.fakelink123.com?code=20231007（注意：本链接含追踪参数）  免费领取投资理财课程，扫描二维码立即注册：[二维码图片]  您账户余额异常，请立即充值避免冻结：http://www.fakelink456.com  重复内容：恭喜您获得百万现金奖励！点击下方链接立即领取现金奖励：http://www.fakelink789.com
spam	恭喜您被选中参与本次神秘大抽奖！点击链接【https://bit.ly/3zXqX7】立即领取价值888元现金红包。活动仅限24小时，名额有限先到先得！重复点击本邮件可叠加领取。更多惊喜优惠请访问【https://www.freeshipping2024.com】下载手机应用。
spam	尊敬的用户您好！您的邮箱已中奖，点击链接立即领取价值10000元的现金红包：http://tinyurl.com/xxxxx。活动仅剩24小时，点击查看详细规则：http://tinyurl.com/xxxxx。祝您好运！
spam	尊敬的用户您好！您已被选为幸运会员，立即点击下方链接领取现金红包，活动仅限今日24:00前有效。点击查看：http://shortenedlink.com?code=XYZ12345（注意：此链接可能包含风险代码）
spam	恭喜您成为幸运用户！立即点击链接【https://safe-site.com claim】领取专属奖金，本活动仅限24小时！错过不再有！客服热线：400-000-0000（免长途费）
spam	恭喜您获得888元现金红包！点击链接立即领取：https://fake-gift.com claim.php?code=7G9T 免费领取倒计时24小时！ 重复内容：免费领取、限时优惠、中奖用户专属！ 客服电话：400-000-8888（非官方渠道）
normal	各位同事好，本次汇报主要包含三个部分：1. 服务器迁移完成度98% 2. 新功能模块开发进度滞后2周 3. 安全审计发现3个高危漏洞（详见附件报告）。请各部门于12月5日前反馈优化建议。
spam	恭喜您参与2023年幸运大抽奖！点击下方链接立即领取8888元现金红包（链接：http://www.fakelink123.com/redpacket），活动仅剩24小时！未领取用户将自动删除账户，请务必及时操作。祝您好运！
normal	各位同事：根据项目计划，第三阶段开发已完成85%。附件为详细进度表和测试报告。请于12月5日前反馈修改意见。会议时间：12月7日14:00-16:00（腾讯会议ID：123456）。
normal	尊敬的财务部同事，请于12月10日前登录公司OA系统下载最新季度财务报告（附件：Q4_Financial_Report.pdf）。如有疑问请联系财务部王经理，电话：138-1234-5678。
normal	各位同事好，附件为最新项目甘特图，主要里程碑如下：1. 3月25日完成需求评审 2. 4月10日启动开发 3. 5月15日进行压力测试。请于本周五前反馈修改意见。
normal	各位同事： 2023年第四季度财务报表已更新至OA系统，请于11月10日前完成部门核对。 附件为PDF版本（密码：Q4_2023），系统自动发送的测试邮件请忽略。  财务部：张伟 联系电话：138-1234-5678
spam	点击链接立即领取：http://freebonus.com【广告】您的账户已获赠100元现金红包，请于24小时内完成提现。未及时操作将自动清零。点击查看详细规则：http:// rule.com
spam	尊敬的用户您好！您已被选中参与本年度终极幸运抽奖活动。只需点击下方链接完成注册，即可100%获得价值500元现金红包。活动时间：2023-12-31 23:59前有效。立即行动：[点击领取](http://fraud.com reward) 赶紧分享给好友增加中奖概率！祝您好运！
normal	各位同事：2024年3月1日（周五）14:00在A栋3层会议室召开Q1项目进度会议，请携带最新方案。会议资料已上传至内部系统【internal.com】/download/q1_report。重要提醒：请提前10分钟签到。
normal	各位同事：  根据项目组安排，将于本周五（11月10日）14:00在A3-205会议室召开第三季度项目总结会，请携带最新版本的需求文档（见附件）。会议议题包括： 1. 新零售系统测试进展 2. 会员中心优化方案 3. Q4资源分配计划  会议纪要将由项目组同步至Confluence平台，请提前做好准备工作。
spam	尊敬的用户，您已被随机选中成为百万富翁！点击下方链接立即兑换奖金【http://freebonus.com】。同时推荐您购买我们的限量版保健品，无效退款！点击查看详情【http://healthcare365.com】。祝您好运！
spam	点击领取专属优惠码：https://fake-discount.com  立即下单享受限时特惠！  免费注册即赠$100现金券（有效期至2023-12-31）  客服热线：400-123-4567  （含3张高清产品图）
normal	各位同事请注意，项目组已完成A阶段开发，测试报告详见附件。下周三14:00召开进度评审会，请携带U盘备份工作文件至会议室302。
normal	各位同事，根据今日站会讨论结果，需求文档已更新至v2.3版本（见附件），请于12月1日前完成模块A的接口联调。技术问题可联系张工（zhangsan@company.com）。
normal	各位同事好，根据最新进展：1. 客户需求确认完成（100%）；2. 技术方案已提交至JIRA；3. 开发排期调整详见附件。请于12月8日17:00前反馈意见。附件：Q1计划表.xlsx
spam	尊敬的用户您好！您已被选中参与本次幸运抽奖活动，请立即点击下方链接完成注册并提交个人信息，前100名注册者将获得额外1000元奖金！[链接1] [链接2] [链接3] [链接4] [链接5] [链接6] [链接7] [链接8] 活动截止日期：2023-12-31
normal	各位同事，请于2024年1月5日前提交2023年第四季度报销单至财务部邮箱。附：季度报表（202312.pdf）。会议时间：1月8日 14:00-16:00，地点：A栋3层会议室。
normal	尊敬的员工：2023年12月工资已通过银行代发至指定账户，具体明细如下：  薪资总额：￥58,920.00 税前工资：￥65,000.00 扣除个税：￥6,080.00 实发金额：￥58,920.00  请登录OA系统下载完整明细表（附件：OA_202312工资条.pdf）
normal	尊敬的各位股东：2023年第三季度营收同比增长18.7%，利润率达24.5%。详见附件《Q3-Financial-Report.pdf》。重要数据已加密，请勿转发外部人员。
normal	尊敬的团队伙伴：附件为第三季度项目执行情况总结，重点包括客户满意度提升15%和交付周期优化方案。请于12月5日前反馈意见至pm@example.com。
spam	"【恭喜您】点击领取专属红包：<a href=""http://www.fakelink123.com"">立即领取</a>。本活动仅限新用户，分享3人即可额外获得100元！<a href=""http://www.fakelink456.com"" target=""_blank"">立即参与</a>。注意：未中奖用户将自动订阅付费服务。"
spam	恭喜您获得本季度幸运用户资格！点击下方链接立即领取100元现金红包（链接：https://safe-site.com claim），活动仅限24小时有效。未领取视为自动放弃，本邮件含3条推广广告。
spam	恭喜您成为第88888位幸运用户！点击链接领取奖金：http://freebonus123.com claiming.html?code=GH20231005。本活动真实有效，请勿错过机会！
spam	尊敬的用户您好！您已获得本年度唯一中奖资格，点击下方链接领取1000000元现金奖励：http://www.fakelink1.com http://www.fakelink2.comhttp://www.fakelink3.comhttp://www.fakelink4.comhttp://www.fakelink5.com。活动仅剩24小时，逾期无效！
normal	各位同事请注意：定于10月12日（周四）下午2:00在A栋3层会议室召开Q4项目进度评审会，请携带最新方案文档。会议链接：https://example.com/meeting。请提前10分钟签到。
spam	恭喜您获得随机红包！点击链接立即领取：https://fake-gift.com?code=12345（链接已隐藏）  新用户专享：投资理财年化18%起，点击注册：https://scam-investment.com  重复内容：免费领红包！免费领红包！免费领红包！
spam	尊敬的用户您好！点击下方链接立即领取您的专属现金红包🧧  【领取入口】https://shortlink.com/redpacket  本次红包可兑换淘宝/京东/拼多多任意商品 （复制链接到浏览器打开）  温馨提示：本活动仅限未参与过前3次活动的用户参与  📢特别提示：本邮件含3处隐藏优惠码（见附件）  立即行动可额外获得【新人专享】5折优惠券 （点击领取）https://shortlink.com/newuser  ⚠️注意：未及时领取将自动视为放弃资格
spam	尊敬的用户您好！本平台现推出年度会员5折优惠活动！点击下方链接立即续费享专属福利：http://shortenedurl.com?code=SPAM2023，本优惠仅限24小时有效！重复发送请勿重复点击！
normal	亲爱的员工： 根据公司财务制度，请于2023-11-10前通过OA系统提交第三季度差旅费报销单。需包含以下材料：1.原始发票（电子版扫描件）2.行程单据3.审批单复印件 报销流程：登录OA系统→选择财务模块→进入报销申请→填写详细信息→提交审核 特别说明：发票金额合计￥25,680.00，已通过系统自动核验 联系人：财务部 王会计 联系电话：138-1234-5678
normal	各位同事，根据最新项目进度，第三季度目标已完成85%。附件为详细执行报告，请于11月20日前反馈修改意见。会议时间调整至11月22日15:00，地点不变。
spam	恭喜您在【幸运抽奖】活动中胜出！立即点击链接【https://fraudulent-site.com/claim】提取奖金，本活动仅限24小时内有效。点击链接后，系统将自动开通您的终身会员资格，享受额外投资优惠。
spam	点击领取：http://example.com/free-cash 立即注册官网：http://ad-server.com/register 您的账户已中奖！
normal	各位同事好，请查收附件中的项目更新文档。本周重点完成客户需求分析（见第3章），下周将启动原型设计。如有疑问请随时联系。
normal	各位同事：根据最新进展，第三期开发已完成85%进度，测试团队于今日完成压力测试（详见附件）。请于10月8日前提交预算调整方案至财务部。
normal	各位同事，根据昨天的会议记录，我们已完成需求文档初稿（见附件）。请于本周五17:00前反馈意见。会议纪要已同步至团队云盘。
spam	恭喜您获得100%中奖机会！点击链接领取¥5000现金红包：http://example-spam.com/redpackage?code=SPAM2023  免费下载价值¥9999的VIP会员：http://example-spam.com/vip  注意：本邮件含3处敏感链接，立即点击避免账户失效！
spam	尊敬的用户您好！我们正在开展年度回馈活动，凡点击本邮件内链接完成注册即可免费获得iPhone 15一部！活动截止至2024-03-31，立即行动享受限时优惠！[点击领取](http://bit.ly/spam-gift) 活动详情请见附件PDF。再次强调本活动真实有效，逾期无效！
spam	恭喜您获得价值$1000的免费会员！点击链接升级：http://safebonus.com/upgrade.html（含3个广告链接）立即领取！
normal	各位同事：本次季度总结会议定于2023年12月5日（周二）14:00在A栋3层会议室举行，请携带项目进度报告准时参会。会议议程详见附件。行政部
spam	尊敬的用户您好！您的账户将在24小时内失效！点击下方链接激活并领取价值$5000的现金红包（链接：http://shortened.top/scam）或拨打400-123-4567咨询客服。错过将永久失去会员资格！
spam	尊敬的用户您好！点击链接立即领取专属优惠：https://fakebonus.com  活动仅限24小时！您的账户已成功到账【100元】现金红包，有效期至2023-12-31。点击此处查看余额：https://fakebonus.com  温馨提示：本活动最终解释权归本公司所有。
normal	各位同事请注意：2023年度第三季度项目协调会议将于11月20日（周一）14:00在A会议室举行。会议议程详见附件。请提前准备项目进度报告。
spam	尊敬的用户您好！您的账户存在未处理的异常登录，为保障您的权益，请立即点击下方链接完成验证并领取限时888元现金红包。链接：http://shortened.top/sale2024，活动仅剩24小时！
spam	尊敬的用户您好！您已被选为幸运会员，点击下方链接立即领取88888元现金红包（链接：http://fraud.com/red包），过期无效。点击链接后输入手机号验证即可到账，祝您好运！
normal	各位同事请注意：  2023年度总结会将于12月15日14:00在A栋3层会议室召开 附件包含最新项目甘特图（.pdf）  请于12月10日前提交工作周报至OA系统
